housename,location,houseprice,time_of_completion
"
绿城巧园
","
                              ［滨江-浦沿］浦沿路,近坚塔路                            ",36011,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
尚景国际
","
                              ［拱墅-申花］萍水街                            ",48856,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
奇景家苑(公寓)
","
                              ［萧山-湘湖闻堰］时代大道                            ",24458,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
汇金江南府
","
                              ［桐庐-桐庐］江南路888号                            ",8711,"<p class=""date"">竣工日期：2010年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
中天官河锦庭(公寓)
","
                              ［滨江-西兴］滨康路,近阡陌路                            ",41956,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金棕榈花园
","
                              ［上城-复兴］洋泮路28号                            ",45090,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
近江一园
","
                              ［上城-近江］衢江路,近清江路                            ",45402,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
转塘家园
","
                              ［西湖-之江度假区］之江路5号                            ",24292,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
横石板弄
","
                              ［萧山-萧山市区］市心南路,近人民路                            ",26063,"<p class=""date"">竣工日期：1987年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
平瑞瑞和园
","
                              ［余杭-良渚］东西大道                            ",27009,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
北景枫丹苑
","
                              ［下城-北景园］回龙路376号                            ",29560,"<p class=""date"">竣工日期：2010年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
文晖苑
","
                              ［下城-朝晖］文晖路330号                            ",29832,"<p class=""date"">竣工日期：1998年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
宋都东郡国际嘉湾
","
                              ［江干-农场］凌云街21号                            ",26569,"<p class=""date"">竣工日期：2011年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
赛丽绿城慧园
","
                              ［拱墅-申花］丰潭路,近润园街                            ",56129,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
建境巧克力公馆
","
                              ［萧山-萧山桥南］鸿兴路338号                            ",20476,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
贝利珑昕泽第
","
                              ［余杭-临平］东大街,近九曲营路                            ",23457,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
万和国际
","
                              ［萧山-钱江世纪城］皓月路188号                            ",41202,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
嘉丰公馆
","
                              ［萧山-萧山市区］萧然西路,近南秀路                            ",18306,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
滨江花园
","
                              ［桐庐-桐庐］滨江西路428号                            ",8534,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
水岸枫庭
","
                              ［上城-南星］甬江路99号                            ",66178,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
朗诗田园绿郡
","
                              ［拱墅-半山田园］广济路29号                            ",33369,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
百家乐西园(公寓)
","
                              ［余杭-五常］荆长大道,近文二西路                            ",34502,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
星汇荣邸
","
                              ［滨江-浦沿］浦沿路369号                            ",35921,"<p class=""date"">竣工日期：2011年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
绿城明月江南(东区)
","
                              ［滨江-滨江区政府］西兴路                            ",56827,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
保利香槟国际
","
                              ［拱墅-申花］人文路116号                            ",49438,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金马同盛大厦
","
                              ［萧山-杭州南站］萧绍路                            ",25304,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
德信早城
","
                              ［江干-金沙湖］学林街,近上沙路                            ",36753,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
西溪诚园知敬苑
","
                              ［西湖-西溪］紫霞街,近崇信路                            ",66550,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
和达御观邸
","
                              ［江干-金沙湖］上沙路246号                            ",35935,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
华鸿罗兰春天
","
                              ［江干-九堡科技园］九环路60号                            ",32734,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金凌蓝色港湾
","
                              ［萧山-江东新城］蓝商路376号                            ",16458,"<p class=""date"">竣工日期：2010年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
财和湘域湾(公寓)
","
                              ［萧山-湘湖闻堰］潘水路,近蜀山路                            ",33485,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
韩家弄小区
","
                              ［萧山-萧山市区］金家桥路                            ",24620,"<p class=""date"">竣工日期：1993年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
固陵路小区
","
                              ［滨江-西兴］固陵路                            ",34278,"<p class=""date"">竣工日期：1989年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
顺丰家园
","
                              ［萧山-钱江世纪城］振宁路981号                            ",25352,"<p class=""date"">竣工日期：2010年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
中豪湘座
","
                              ［江干-景芳］严家弄路                            ",22777,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
翠紫苑
","
                              ［临安-临安］临石路82号                            ",14690,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
华鸿汇盛德堡
","
                              ［江干-九堡科技园］九州路19号                            ",30789,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
中庆金沙学府
","
                              ［江干-高教园区(东)］6号大街396号                            ",25948,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
颐和花园
","
                              ［萧山-萧山市区］南秀路1197号                            ",26858,"<p class=""date"">竣工日期：2011年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
元都新景公寓
","
                              ［下城-华丰］石桥路,近华丰路                            ",30745,"<p class=""date"">竣工日期：2010年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
潘水苑(北区)
","
                              ［萧山-萧山市区］潘水路22号                            ",26819,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
吴山名苑
","
                              ［上城-清波］劳动路28号                            ",93850,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
秀水山庄
","
                              ［富阳-银湖］九龙大道                            ",20944,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
三江新村
","
                              ［萧山-湘湖闻堰］三江路210号                            ",25734,"<p class=""date"">竣工日期：1996年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
红门家园
","
                              ［滨江-四桥南］滨盛路2023号                            ",20543,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
知稼苑
","
                              ［萧山-萧山市区］金城路408号                            ",31818,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
长岛绿园
","
                              ［余杭-临平北］港园路7号                            ",19873,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
圣苑小区
","
                              ［西湖-紫金港］古墩路675号                            ",60388,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
胡姬花园
","
                              ［余杭-临平］新城路90号                            ",24834,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
庭院深深西区
","
                              ［余杭-中泰］东西大道                            ",20190,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
钱江三苑
","
                              ［江干-钱江新城］庆春东路,近杭海路                            ",45664,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
大家静安花苑
","
                              ［江干-钱江新城］秋涛路550号                            ",39206,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
机神新村
","
                              ［江干-闸弄口］机场路97号                            ",33924,"<p class=""date"">竣工日期：1988年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
黄龙世纪苑
","
                              ［西湖-黄龙］西溪路131号                            ",28814,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
南肖埠小区
","
                              ［江干-南肖埠］太平门直街160号                            ",42143,"<p class=""date"">竣工日期：1998年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
碧云阁
","
                              ［余杭-临平］复兴弄24号                            ",17698,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
威尼斯水城
","
                              ［萧山-湘湖闻堰］风情大道2555号                            ",29448,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
贺田尚城
","
                              ［滨江-钱江湾］六和路365号                            ",37458,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
黄龙雅苑
","
                              ［西湖-黄龙］西溪路143号                            ",59927,"<p class=""date"">竣工日期：2002年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
江南摩卡小区
","
                              ［萧山-湘湖闻堰］水田畈路89-1号                            ",28821,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
东海未名园
","
                              ［江干-高教园区(西)］4号大街,近文泽路                            ",26819,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
胜利新村
","
                              ［西湖-松木场］天目山路35-43号                            ",55463,"<p class=""date"">竣工日期：1983年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
温兴风情苑
","
                              ［滨江-西兴］西兴路750号                            ",33212,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
安盛家园
","
                              ［余杭-临平］政法西街38号                            ",21663,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金都富春山居
","
                              ［富阳-银湖］320国道                            ",42913,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
文二新村
","
                              ［西湖-学军］文二路55号                            ",75711,"<p class=""date"">竣工日期：1985年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
蚕花园永庆坊
","
                              ［拱墅-拱宸桥］永庆路,近上塘路                             ",31061,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
林泉流韵
","
                              ［临安-临安］圣园路                            ",19666,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
新山水御园
","
                              ［富阳-富阳区其他］依江路,近望波街                            ",32929,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
祥生群贤府(别墅)
","
                              ［余杭-崇贤］崇杭街                            ",27069,"<p class=""date"">竣工日期：2020年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
龙禧大酒店公寓
","
                              ［滨江-彩虹城］江南大道3788号                            ",34593,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
美莱国际中心
","
                              ［余杭-临平］迎宾路570号                            ",22627,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
之江铭楼
","
                              ［江干-高教园区(西)］怡乐路23号                            ",9956,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
东方商务会馆
","
                              ［滨江-长河］江陵路601号                            ",25995,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
艾肯金座
","
                              ［江干-高教园区(西)］学林街,近文泽路                            ",13763,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
圆梦园(别墅)
","
                              ［江干-九堡沿江］之江东路1850号                            ",47428,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
宜家时代
","
                              ［拱墅-桥西］广丰街101号                            ",20752,"<p class=""date"">竣工日期：2010年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
怡乐银座
","
                              ［下城-华丰］华丰路178号                            ",18036,"<p class=""date"">竣工日期：2010年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
欣北钱江国际广场
","
                              ［余杭-运河镇］顺风路,近兴元路                            ",14029,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
潮人汇
","
                              ［滨江-彩虹城］江南大道3688号                            ",17765,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
同方国际
","
                              ［江干-南肖埠］秋涛北路257号                            ",21557,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
天鸿君邑(商住楼)
","
                              ［滨江-钱江湾］东信大道                            ",18984,"<p class=""date"">竣工日期：2011年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
朝阳8号(别墅)
","
                              ［萧山-南部卧城］市心南路                            ",28228,"<p class=""date"">竣工日期：2017年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
云栖蝶谷(别墅)
","
                              ［西湖-西湖景区］之江路138号                            ",95000,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
新湖果岭(别墅)
","
                              ［余杭-闲林］文一西路                            ",20356,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
相墅花园(别墅)
","
                              ［萧山-湘湖闻堰］时代大道                            ",20920,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
东亚新干线
","
                              ［江干-火车东站］明月桥路,近天城路                            ",31286,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
虎山雅苑
","
                              ［富阳-富春］公园西路,近恩波大道                            ",16075,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
西溪堂
","
                              ［余杭-未来科技城］绿汀路,近龙潭路                            ",25114,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
复泰雅宸华庭
","
                              ［余杭-余杭区其他］218县道,近217县道                            ",12529,"<p class=""date"">竣工日期：2018年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
世包国际中心
","
                              ［江干-钱江新城］市民街99号                            ",37812,"<p class=""date"">竣工日期：2016年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
万科草庄
","
                              ［江干-笕桥］机场路355号                            ",42834,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
花城名苑(东区)
","
                              ［萧山-新街］国槐路                            ",24080,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
潘水苑(南区)
","
                              ［萧山-萧山市区］潘水路                            ",26870,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
万科海上明月
","
                              ［萧山-萧山市区］建设一路,近金鸡路                            ",31716,"<p class=""date"">竣工日期：2019年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
富春和园
","
                              ［富阳-富春］金桥北路479号                            ",26518,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
大洋豪庭
","
                              ［桐庐-桐庐］园电路28号                            ",7345,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
华惠家园
","
                              ［余杭-临平北］新丝路                            ",14677,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
运河宸园
","
                              ［拱墅-桥西］登云路,近小河路                            ",59526,"<p class=""date"">竣工日期：2016年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
西溪花城
","
                              ［余杭-五常］荆长路40号                            ",22960,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
浪漫和山
","
                              ［西湖-小和山］留和路                            ",25539,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
西溪北苑西区
","
                              ［余杭-未来科技城］文昌路                            ",23293,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
莱蒙水榭春天
","
                              ［滨江-滨江区政府］滨盛路,近扬帆路                            ",48398,"<p class=""date"">竣工日期：2016年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
广厦天都城温莎花园
","
                              ［余杭-星桥］天祥西路                            ",24397,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
上沙锦湖家园
","
                              ［江干-金沙湖］上沙路1225号                             ",30619,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
中交悦西溪(公寓)
","
                              ［余杭-未来科技城］常二路,近大华欣华支路                            ",42240,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
德信晓宸
","
                              ［拱墅-万达］祥富路,近上祥路                            ",36243,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
江南御府
","
                              ［江干-景芳］凤起东路                            ",35555,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
广厦天都城爵士花园
","
                              ［余杭-星桥］天韵路                            ",21297,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
三盛颐景御园
","
                              ［余杭-良渚］桐圩路                            ",30006,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
翡翠城西南区
","
                              ［余杭-闲林］高教路,近天目山西路                            ",37008,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
岛上锦源
","
                              ［临安-临安］民太线                            ",17428,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
嘉信九悦印象
","
                              ［余杭-临平］东湖中路,近沿河路                            ",24761,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
宏丰公寓
","
                              ［余杭-闲林］天目山西路15号                            ",14416,"<p class=""date"">竣工日期：2010年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
远洋心里
","
                              ［江干-普福］建福街86号                            ",37040,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
开元瀚府
","
                              ［萧山-萧山市区］潘水路                            ",26804,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
新义郡
","
                              ［萧山-湘湖闻堰］时代大道                            ",19320,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
莱蒙水榭山
","
                              ［富阳-东洲］东桥路169号                            ",21877,"<p class=""date"">竣工日期：2016年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
天阳云筑(公寓)
","
                              ［西湖-转塘］八角路,近鸡山路                            ",32789,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
荣安燕园
","
                              ［滨江-滨江区政府］明月路                            ",25015,"<p class=""date"">竣工日期：2011年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
